mana,cardtype,artist,name,rarity
2U,Instant,Scott Chou,Twitch,Common
4U,Enchantment — Aura,Trevor Claxton,Vapor Snare,Uncommon
3U,Creature — Drake 3/3,Kieran Yanner,Voyager Drake,Uncommon
U,Enchantment — Aura,Vincent Proce,Wind Zendikon,Common
2BB,Creature — Demon 6/6,Chippy,Abyssal Persecutor,Mythic Rare
2B,Creature — Human Shaman Ally 0/2,Vance Kovacs,Agadeem Occultist,Rare
3BB,Legendary Creature — Vampire Shaman 4/3,Dan Scott,"Anowon, the Ruin Sage",Rare
4U,Creature — Drake 3/3,Daniel Ljunggren,Spire Monitor,Common
3{UP},Sorcery,Karl Kopinski,Tezzeret's Gambit,Uncommon
U,Instant,Raymond Swanland,Vapor Snag,Common
3U,Creature — Drake 1/4,Lars Grant-West,Viral Drake,Uncommon
3U,Creature — Human Artificer 1/1,Kev Walker,Wing Splicer,Uncommon
4U,Enchantment,Daniel Ljunggren,Xenograft,Rare
1BB,Creature — Human Cleric 2/2,Jana Schirmer &amp; Johannes Voss,Blind Zealot,Common
3BB,Sorcery,Karl Kopinski,Caress of Phyrexia,Uncommon
3UU,Creature — Human Wizard 1/1,Eric Deschamps,Beguiler of Wills,Mythic Rare
2UU,Instant,Clint Cearley,Bone to Ash,Common
3U,Enchantment — Aura,Jason A. Engle,Call to the Kindred,Rare
2U,Enchantment — Aura,Nils Hamm,Chant of the Skifsang,Common
2U,Sorcery,Terese Nielsen,Chill of Foreboding,Uncommon
4UU,Instant,Austin Hsu,Counterlash,Rare
4U,Enchantment — Aura Curse,Slawomir Maniak,Curse of Echoes,Rare
2U,Sorcery,Scott Chou,Divination,Common
1UU,Creature — Human Wizard 2/1,Izzy,Neurok Invisimancer,Common
UU,Creature — Beast 1/4,Izzy,Plated Seastrider,Common
5UU,Creature — Shapeshifter 7/7,Steven Belledin,Quicksilver Gargantuan,Mythic Rare
1U,Creature — Human Artificer 2/1,Eric Deschamps,Riddlesmith,Uncommon
5UU,Creature — Serpent 5/5,Adrian Smith,Scrapdiver Serpent,Common
1U,Creature — Bird 1/2,Mike Bierek,Screeching Silcaw,Common
3U,Sorcery,Zoltan Boros &amp; Gabor Szikszai,Shape Anew,Rare
3UU,Creature — Fish 3/3,Daniel Ljunggren,Sky-Eel School,Common
2U,Instant,Efrem Palacios,Steady Progress,Common
2W,Creature — Human Cleric Ally 2/3,Eric Deschamps,Kabira Evangel,Rare
WW,Creature — Human Soldier Ally 1/1,Michael Komarck,Kazandu Blademaster,Uncommon
WW,Creature — Kor Soldier 2/2,Karl Kopinski,Kor Aeronaut,Uncommon
3W,Creature — Kor Scout 2/2,Ryan Pancoast,Kor Cartographer,Common
W,Creature — Kor Soldier 1/1,Izzy,Kor Duelist,Uncommon
2W,Creature — Kor Soldier 2/2,Wayne Reynolds,Kor Hookmaster,Common
WW,Creature — Kor Soldier 2/2,Kieran Yanner,Kor Outfitter,Common
2W,Creature — Kor Cleric 2/3,Dan Scott,Kor Sanctifiers,Common
1W,Creature — Kor Soldier 2/3,Dan Scott,Kor Skyfisher,Common
3WW,Sorcery,Dave Kendall,Hallowed Burial,Rare
4W,Creature — Kithkin Wizard 2/3,Trevor Hairsine,Kithkin Spellduster,Common
1W,Creature — Kithkin Cleric 1/3,Scott Altmann,Kithkin Zealot,Common
2WW,Enchantment,Aleksi Briclot,Light from Within,Rare
3W,Creature — Bird 3/3,Darrell Riche,Loyal Gyrfalcon,Uncommon
1W,Creature — Kithkin Soldier 1/1,Steve Prescott,Patrol Signaler,Uncommon
2W,Enchantment — Aura,Todd Lockwood,Recumbent Bliss,Common
4WW,Creature — Cat Spirit 4/5,Jason Chan,Spirit of the Hearth,Rare
3W,Enchantment,Trevor Hairsine,Cradle of Vitality,Rare
W,Artifact,Franz Vohwinkel,Dispeller's Capsule,Common
2WW,Planeswalker — Elspeth (Loyalty: 4),Volkan Baga,"Elspeth, Knight-Errant",Mythic Rare
1W,Artifact Creature — Human Cleric 2/2,Izzy,Ethersworn Canonist,Rare
2W,Sorcery,Matt Stewart,Excommunicate,Common
2W,Creature — Human Soldier 0/4,Alan Pollack,Guardians of Akrasa,Common
2W,Creature — Human Wizard 1/2,Wayne Reynolds,Gustrider Exuberant,Common
6WW,Sorcery,Matt Stewart,Invincible Hymn,Rare
1W,Creature — Human Knight 2/2,Matt Stewart,Knight of the Skyward Eye,Common
2WW,Legendary Creature — Kithkin Archer 2/3,Steve Prescott,"Brigid, Hero of Kinsbaile",Rare
W,Creature — Kithkin Wizard 1/1,Chuck Lukacs,Burrenton Forge-Tender,Uncommon
1W,Creature — Kithkin Soldier 1/1,Steven Belledin,Cenn's Heir,Common
4W,Creature — Shapeshifter 4/4,Jeff Miracola,Changeling Hero,Uncommon
3WW,Creature — Giant Warrior 3/3,Adam Rex,Cloudgoat Ranger,Uncommon
2W,Tribal Instant — Shapeshifter,Brandon Dorman,Crib Swap,Uncommon
3W,Creature — Elemental 0/3,Mark Zug,Dawnfluke,Common
1W,Enchantment,Warren Mahy,Entangling Trap,Uncommon
W,Artifact Creature — Homunculus 1/1,Matt Cavotta,Court Homunculus,Common
1W,Artifact Creature — Gargoyle 1/2,Howard Lyon,Darklit Gargoyle,Common
4W,Instant,Matt Stewart,Gleam of Resistance,Common
2W,Instant,Anthony Francisco,Lapse of Certainty,Common
1W,Enchantment,Sal Villagran,Mark of Asylum,Rare
XWW,Sorcery,Greg Staples,Martial Coup,Rare
5W,Creature — Rhino Soldier 4/4,Chris Rahn,Mirror-Sigil Sergeant,Mythic Rare
5W,Creature — Cat Warrior 5/4,Steve Prescott,Nacatl Hunt-Pride,Uncommon
2W,Creature — Human Knight 2/2,Chris Rahn,Paragon of the Amesha,Uncommon
3W,Creature — Shapeshifter 3/2,Chuck Lukacs,Changeling Sentinel,Common
W,Instant,Franz Vohwinkel,Coordinated Barrage,Common
W,Enchantment — Aura,Warren Mahy,Daily Regimen,Uncommon
4WW,Tribal Sorcery — Giant,Dan Scott,Feudkiller's Verdict,Rare
1W,Instant,Franz Vohwinkel,Forfend,Common
1W,Instant,William O'Connor,Graceful Reprieve,Uncommon
2W,Sorcery,Howard Lyon,Idyllic Tutor,Rare
2WW,Creature — Treefolk Warrior 2/10,Pete Venters,Indomitable Ancients,Rare
1WW,Creature — Kithkin Soldier 1/1,Christopher Moeller,Kinsbaile Borderguard,Rare
5WWU,Artifact Creature — Angel 4/4,Richard Whitters,Filigree Angel,Rare
3WU,Artifact Creature — Golem 3/4,Franz Vohwinkel,Glassdust Hulk,Common
WU,Creature — Human Wizard 2/2,Todd Lockwood,Meddling Mage,Rare
2WU,Instant,Daarken,Offering to Asha,Common
4WU,Artifact Creature — Beast 3/6,Anthony Francisco,Sanctum Plowbeast,Common
WU,Artifact — Equipment,David Palumbo,Shield of the Righteous,Uncommon
4WU,Creature — Spirit 4/5,Donato Giancola,Sovereigns of Lost Alara,Rare
2WU,Enchantment,Brandon Kitkouski,Stormcaller's Boon,Common
1WU,Creature — Bird Scout 2/3,Matt Stewart,Talon Trooper,Common
1W,Enchantment,Chuck Lukacs,Greater Auramancy,Rare
1W,Instant,Michael Sutfin,Inquisitor's Snare,Common
3W,Creature — Kithkin */*,Omar Rayyan,Kithkin Rabble,Uncommon
1W,Creature — Kithkin Soldier 1/1,Christopher Moeller,Kithkin Shielddare,Common
1W,Instant,Thomas Denmark,Last Breath,Common
5WW,Sorcery,Brandon Kitkouski,Mass Calcify,Rare
1W,Sorcery,Chippy,Mine Excavation,Common
1W,Creature — Kithkin Rogue 1/1,Omar Rayyan,Mistmeadow Skulk,Uncommon
W,Instant,Jim Nelson,Niveous Wisps,Common
1BB,Sorcery,Mike Bierek,Morbid Plunder,Common
3BB,Creature — Zombie Warrior 4/2,Dave Kendall,Nested Ghoul,Uncommon
1B,Enchantment — Aura,Izzy,Phyresis,Common
1BB,Creature — Zombie Knight 2/2,Eric Deschamps,Phyrexian Crusader,Rare
2B,Creature — Horror 2/2,Stephan Martiniere,Phyrexian Rager,Common
2BB,Creature — Horror 4/5,Stephan Martiniere,Phyrexian Vatmother,Rare
2BB,Creature — Vampire Shaman 3/3,Igor Kieryluk,Sangromancer,Rare
4B,Creature — Zombie 3/3,Daarken,Scourge Servant,Common
2W,Creature — Spirit 2/1,Daarken,Voiceless Spirit,Common
2U,Creature — Zombie Warrior 1/4,Volkan Baga,Armored Skaab,Common
4UU,Enchantment,Anthony Palumbo,Back from the Brink,Rare
4U,Creature — Spirit 3/3,Clint Cearley,Battleground Geist,Uncommon
1UU,Instant,David Rapoza,Cackling Counterpart,Rare
2U,Creature — Human Advisor 0/1,Michael C. Hayes,Civilized Scholar,Uncommon
,Creature — Human Mutant 5/1,Michael C. Hayes,Homicidal Brute,Uncommon
1UU,Enchantment — Aura,Ryan Pancoast,Claustrophobia,Common
4WW,Sorcery,Erica Yang,Nomads' Assembly,Rare
W,Sorcery,Mike Bierek,Oust,Uncommon
1W,Instant,Zoltan Boros &amp; Gabor Szikszai,Puncturing Light,Common
2W,Instant,Scott Chou,Repel the Darkness,Common
W,Instant,Cyril Van Der Haegen,Smite,Common
W,Creature — Human Cleric 1/1,Steve Prescott,Soul's Attendant,Common
4W,Creature — Kor Spirit 4/5,Erica Yang,Soulbound Guardians,Uncommon
1W,Creature — Human Soldier 0/3,Austin Hsu,Stalwart Shield-Bearers,Common
W,Creature — Human Soldier 1/2,Bud Cook,Midnight Duelist,Common
3W,Creature — Human Wizard 2/3,James Ryman,Midvast Protector,Common
2W,Creature — Spirit 2/1,Dan Scott,Moonlight Geist,Common
1W,Creature — Human Soldier 2/2,David Palumbo,Moorland Inquisitor,Common
1W,Creature — Human Cleric 2/1,Erica Yang,Nearheath Pilgrim,Uncommon
3W,Creature — Angel 3/4,Johannes Voss,Restoration Angel,Rare
2WW,Creature — Human Knight 3/3,Volkan Baga,Riders of Gavony,Rare
W,Instant,Clint Cearley,Righteous Blow,Common
2WW,Creature — Angel 2/4,Todd Lockwood,Seraph of Dawn,Common
2B,Creature — Vampire Shaman 2/2,Daarken,Bloodhusk Ritualist,Uncommon
1B,Creature — Human Warrior Ally 1/1,Johann Bodin,Bojuka Brigand,Common
2BB,Enchantment — Aura,Alex Horley-Orlandelli,Brink of Disaster,Common
5BB,Creature — Vampire Warrior 5/4,Jason Chan,Butcher of Malakir,Rare
3BB,Creature — Insect 4/3,Raymond Swanland,Caustic Crawler,Uncommon
1B,Enchantment — Aura,John Avon,Corrupted Zendikon,Common
1BB,Sorcery,Svetlin Velinov,Dead Reckoning,Common
B,Creature — Avatar 13/13,Howard Lyon,Death's Shadow,Rare
4BBB,Creature — Vampire 6/6,Stephan Martiniere,Chancellor of the Dross,Rare
4B,Creature — Bat 2/2,Daarken,Dementia Bat,Common
B,Sorcery,Terese Nielsen,Despise,Uncommon
1{BP}{BP},Instant,Terese Nielsen,Dismember,Uncommon
4BB,Enchantment — Aura,Chris Rahn,Enslave,Uncommon
2BB,Creature — Cleric 2/2,Svetlin Velinov,Entomber Exarch,Uncommon
B,Enchantment — Aura,Scott Chou,Evil Presence,Common
BB,Instant,Whit Brachna,Geth's Verdict,Common
2UU,Creature — Spirit 3/3,Nils Hamm,Dungeon Geists,Rare
4UU,Creature — Zombie Horror 5/5,Steven Belledin,Geralf's Mindcrusher,Rare
3U,Instant,Igor Kieryluk,Griptide,Common
2UU,Creature — Human Wizard 2/2,Bud Cook,Havengul Runebinder,Rare
2U,Creature — Zombie Warrior 3/6,Johann Bodin,Headless Skaab,Common
XU,Sorcery,Dan Scott,Increasing Confusion,Rare
3U,Sorcery,Scott Chou,Mystic Retrieval,Uncommon
3U,Creature — Bird 2/3,Wayne England,Nephalia Seakite,Common
2U,Creature — Spirit 2/1,Igor Kieryluk,Niblis of the Breath,Uncommon
1UU,Instant,Chris Rahn,Stoic Rebuttal,Common
1U,Creature — Bird Horror 1/1,Efrem Palacios,Thrummingbird,Uncommon
2U,Creature — Human Wizard 2/2,Scott Chou,Trinket Mage,Uncommon
U,Instant,Shelly Wan,Turn Aside,Common
U,Instant,Izzy,Twisted Image,Uncommon
U,Instant,Dan Scott,Vault Skyward,Common
U,Creature — Vedalken Wizard 1/1,Karl Kopinski,Vedalken Certarch,Common
3UUU,Enchantment — Aura,Svetlin Velinov,Volition Reins,Uncommon
3B,Creature — Goblin Zombie 2/1,Nils Hamm,Blackcleave Goblin,Common
3WW,Sorcery,Steve Prescott,Landbind Ritual,Uncommon
1W,Enchantment,Michael Komarck,Luminarch Ascension,Rare
2W,Creature — Kor Soldier Ally 0/3,Howard Lyon,Makindi Shieldmate,Common
2W,Instant,Karl Kopinski,Narrow Escape,Common
1W,Enchantment — Aura,Chris Rahn,Nimbus Wings,Common
2W,Creature — Spirit 1/2,Jason Chan,Noble Vestige,Common
1W,Creature — Kor Cleric Ally 1/1,Jim Murray,Ondu Cleric,Common
3W,Creature — Ox 2/4,Andrew Robinson,Pillarfield Ox,Common
2W,Instant — Trap,Franz Vohwinkel,Pitfall Trap,Uncommon
3W,Creature — Kithkin Wizard 1/2,Thomas Denmark,Springjack Shepherd,Uncommon
1W,Creature — Spirit 1/1,Larry MacDougall,Suture Spirit,Uncommon
U,Instant,Howard Lyon,Banishing Knack,Common
3UU,Creature — Merfolk Rogue 4/4,Pete Venters,Cache Raiders,Uncommon
1UU,Instant,Howard Lyon,Dream Fracture,Uncommon
2U,Creature — Faerie Rogue 2/1,Howard Lyon,Dream Thief,Common
1U,Instant,Ralph Horsley,Glamerdye,Rare
3U,Creature — Faerie Wizard 2/2,Warren Mahy,Glen Elendra Archmage,Rare
WW,Creature — Human Knight 2/2,Mark Zug,Knight of the White Orchid,Rare
4W,Creature — Human Knight 2/2,Chris Rahn,Knight-Captain of Eos,Rare
2W,Artifact,Howard Lyon,Marble Chalice,Common
1W,Artifact Creature — Human Artificer 1/2,Warren Mahy,Metallurgeon,Uncommon
2W,Enchantment,Franz Vohwinkel,Oblivion Ring,Common
3W,Creature — Human Soldier 3/2,Volkan Baga,Ranger of Eos,Rare
3W,Instant,Mark Zug,Resounding Silence,Common
5WW,Creature — Rhino Soldier 5/7,David Palumbo,Rockcaster Platoon,Uncommon
3W,Artifact Creature — Gargoyle 2/3,Shelly Wan,Sanctum Gargoyle,Common
1W,Tribal Enchantment — Giant,Larry MacDougall,Favor of the Mighty,Rare
3W,Creature — Kithkin Wizard 3/3,Jeremy Jarvis,Galepowder Mage,Rare
W,Creature — Kithkin Rogue 1/1,Omar Rayyan,Goldmeadow Dodger,Common
W,Creature — Kithkin Soldier 1/1,Steve Prescott,Goldmeadow Harrier,Common
W,Creature — Kithkin Soldier 2/2,Wayne Reynolds,Goldmeadow Stalwart,Uncommon
2W,Creature — Merfolk Archer 2/2,Dominick Domingo,Harpoon Sniper,Uncommon
2WW,Creature — Giant Scout 3/3,Ralph Horsley,Hillcomber Giant,Common
1W,Tribal Enchantment — Elemental,Anthony S. Waters,Hoofprints of the Stag,Rare
1W,Creature — Merfolk Wizard 1/1,Dan Scott,Judge of Currents,Common
W,Instant,Todd Lockwood,Path to Exile,Uncommon
3W,Creature — Rhino Monk 2/4,Donato Giancola,Rhox Meditant,Common
1WW,Artifact,Howard Lyon,Scepter of Dominance,Rare
3WW,Enchantment,Cyril Van Der Haegen,Sigil of the Empty Throne,Rare
W,Creature — Human Soldier 0/3,Chris Rahn,Valiant Guard,Common
3W,Creature — Spirit Wall 1/6,Wayne Reynolds,Wall of Reverence,Rare
2U,Creature — Elemental 4/4,Thomas M. Baxa,Brackwater Elemental,Common
U,Instant,David Palumbo,Constricting Tendrils,Common
3W,Creature — Kithkin Knight 2/2,Wayne Reynolds,Kinsbaile Cavalier,Rare
2W,Creature — Kithkin Soldier 2/2,Quinton Hoover &amp; Val Mayerik,Kithkin Zephyrnaut,Common
2WW,Creature — Elemental 3/3,Steven Belledin,Meadowboon,Uncommon
W,Creature — Kithkin Soldier 1/1,Randy Gallegos,Mosquito Guard,Common
1W,Creature — Kithkin Knight 2/2,Mark Zug,Order of the Golden Cricket,Common
2W,Creature — Kithkin Soldier 2/2,Greg Staples,Preeminent Captain,Rare
1W,Instant,Scott M. Fischer,Redeem the Lost,Uncommon
4W,Creature — Elemental 4/3,Jim Murray,Reveillark,Rare
1W,Creature — Elemental 0/0,Terese Nielsen,Shinewend,Common
2WU,Artifact,Greg Hildebrandt,Unbender Tine,Uncommon
1WU,Creature — Wall 0/8,Howard Lyon,Wall of Denial,Uncommon
2UB,Artifact Creature — Human Wizard 3/3,Matt Stewart,Architects of Will,Common
2UB,Sorcery,Mark Hyzer,Brainbite,Common
3UB,Sorcery,Jean-Sébastien Rossbach,Deny Reality,Common
3UB,Artifact Creature — Horror 4/3,Mitch Cotie,Etherium Abomination,Common
1UB,Creature — Demon Illusion 4/3,Nils Hamm,Illusory Demon,Uncommon
4UB,Creature — Zombie 2/4,Ash Wood,Jhessian Zombies,Common
1WW,Creature — Kithkin Cleric 1/4,Steven Belledin,Order of Whiteclay,Rare
5WW,Creature — Spirit Giant 4/4,Heather Hudson,Pale Wayfarer,Uncommon
1WW,Enchantment — Aura,Zoltan Boros &amp; Gabor Szikszai,Prison Term,Uncommon
4W,Creature — Kithkin Cleric 2/2,Franz Vohwinkel,Resplendent Mentor,Uncommon
3W,Creature — Elf Knight 2/2,Dan Scott,Rune-Cervin Rider,Common
WW,Enchantment,Steve Prescott,Runed Halo,Rare
1W,Creature — Elf Warrior 2/2,William O'Connor,Safehold Sentry,Common
{2/W}{2/W}{2/W},Sorcery,Jeremy Enecio,Spectral Procession,Uncommon
W,Instant,Ralph Horsley,Strip Bare,Common
1BB,Creature — Rat 2/2,Cos Koniotis,Septic Rats,Uncommon
4B,Sorcery,Jaime Jones,Spread the Sickness,Common
B,Instant,Whit Brachna,Virulent Wound,Common
2R,Creature — Goblin Shaman 2/1,Svetlin Velinov,Blisterstick Shaman,Common
1R,Instant,Nic Klein,Burn the Impure,Common
3RR,Sorcery,Johann Bodin,Concussive Bolt,Common
R,Instant,Matt Stewart,Crush,Common
3RR,Creature — Beast 3/3,Kev Walker,Galvanoth,Rare
U,Enchantment — Aura,Igor Kieryluk,Curiosity,Uncommon
2U,Enchantment — Aura Curse,Jaime Jones,Curse of the Bloody Tome,Common
U,Creature — Human Wizard 1/1,Nils Hamm,Delver of Secrets,Common
,Creature — Human Insect 3/2,Nils Hamm,Insectile Aberration,Common
1U,Creature — Human Wizard 1/1,Nils Hamm,Deranged Assistant,Common
1UU,Instant,Tomasz Jedruszek,Dissipate,Uncommon
U,Instant,Dan Scott,Dream Twist,Common
2U,Instant,David Rapoza,Forbidden Alchemy,Common
W,Creature — Human Knight 1/1,Volkan Baga,Student of Warfare,Rare
2W,Sorcery,Scott Chou,Survival Cache,Uncommon
1W,Enchantment,Kekai Kotaki,Time of Heroes,Uncommon
4W,Creature — Antelope 2/5,John Avon,Totem-Guide Hartebeest,Common
1WW,Creature — Human Cleric Avatar 3/3,Steven Belledin,Transcendent Master,Mythic Rare
2W,Creature — Human Wizard 2/2,Matt Stewart,Umbra Mystic,Rare
1W,Creature — Wall 0/4,James Paick,Wall of Omens,Uncommon
U,Instant,Howard Lyon,Aura Finesse,Common
4UUU,Enchantment,Zoltan Boros &amp; Gabor Szikszai,Cast Through Time,Mythic Rare
1WW,Creature — Human Knight 2/2,Jason Chan,Silverblade Paladin,Rare
4W,Creature — Spirit Soldier 2/5,Wayne England,Spectral Gateguards,Common
4WW,Sorcery,James Paick,Terminus,Rare
1W,Creature — Human Soldier 2/1,Jason Chan,Thraben Valiant,Common
4WW,Creature — Angel 3/3,Igor Kieryluk,Voice of the Provinces,Common
1W,Instant,Bud Cook,Zealous Strike,Common
1U,Creature — Human Wizard 1/1,David Palumbo,Alchemist's Apprentice,Common
3U,Sorcery,Matt Stewart,Amass the Components,Common
3B,Creature — Insect 3/2,Austin Hsu,Jagwasp Swarm,Common
BB,Creature — Vampire Shaman 2/2,D. Alexander Gregory,Kalastria Highborn,Rare
B,Sorcery,Alex Horley-Orlandelli,Mire's Toll,Common
4BB,Instant — Trap,Ryan Pancoast,Nemesis Trap,Uncommon
B,Creature — Vampire Rogue 1/1,Andrew Robinson,Pulse Tracker,Common
B,Creature — Vampire Rogue 1/1,Jason Felix,Quag Vampires,Common
B,Enchantment,Mike Bierek,Quest for the Nihil Stone,Rare
1B,Creature — Vampire Warrior 2/1,rk post,Ruthless Cullblade,Common
BB,Enchantment — Aura,Steven Belledin,Glistening Oil,Rare
2B,Instant,Erica Yang,Grim Affliction,Common
5BB,Sorcery,James Ryman,Ichor Explosion,Uncommon
4BB,Sorcery,Svetlin Velinov,Life's Finale,Rare
3B,Creature — Hound 2/2,Chippy,Mortis Dogs,Common
3B,Enchantment — Aura,Jason Felix,Parasitic Implant,Common
BBBB,Creature — Horror 5/5,Todd Lockwood,Phyrexian Obliterator,Mythic Rare
4{BP},Artifact Creature — Horror 2/4,Nils Hamm,Pith Driller,Common
X{BP},Sorcery,Daarken,Postmortem Lunge,Uncommon
3UU,Creature — Zombie 4/4,Karl Kopinski,Relentless Skaabs,Uncommon
U,Instant,Matt Stewart,Saving Grasp,Common
1U,Creature — Zombie 2/1,Clint Cearley,Screeching Skaab,Common
2U,Enchantment,Eytan Zana,Secrets of the Dead,Uncommon
1U,Creature — Spirit 1/1,Raymond Swanland,Shriekgeist,Common
3UU,Creature — Spirit 1/3,Lucas Graciano,Soul Seizer,Uncommon
,Enchantment — Aura,Lucas Graciano,Ghastly Haunting,Uncommon
1UU,Creature — Spirit 2/2,Dan Scott,Stormbound Geist,Common
U,Instant,David Rapoza,Thought Scour,Common
3BB,Creature — Vampire Warrior 4/3,Randis Albion,Bleak Coven Vampires,Common
2B,Creature — Horror 2/2,Daarken,Blistergrub,Common
4BB,Creature — Demon 6/6,Aleksi Briclot,Carnifex Demon,Rare
2B,Creature — Zombie 2/2,Efrem Palacios,Contagious Nim,Common
4BB,Creature — Horror 6/3,Nils Hamm,Corrupted Harvester,Uncommon
1B,Creature — Insect Horror 2/1,Dave Allsop,Dross Hopper,Common
W,Enchantment,Greg Staples,Quest for the Holy Relic,Uncommon
4W,Creature — Angel 3/3,Kekai Kotaki,Shepherd of the Lost,Uncommon
W,Instant,Mike Bierek,Shieldmate's Blessing,Common
W,Creature — Cat 0/1,Nic Klein,Steppe Lynx,Common
W,Enchantment,Chris J. Anderson,Sunspring Expedition,Common
2WW,Sorcery,Ryan Pancoast,Windborne Charge,Uncommon
3WW,Creature — Avatar 4/4,James Paick,World Queller,Rare
3U,Enchantment,Steven Belledin,Idle Thoughts,Uncommon
1U,Creature — Faerie Wizard 1/1,Steve Prescott,Indigo Faerie,Uncommon
3UUU,Sorcery,Mark Zug,Inundate,Rare
3U,Creature — Merfolk Wizard 2/3,Jim Pavelec,Merrow Levitator,Common
2U,Instant,Rebecca Guay,Oona's Grace,Common
3WW,Artifact,Matt Cavotta,Scourglass,Rare
1W,Creature — Human Wizard 1/1,Chris Rahn,Sighted-Caste Sorcerer,Common
WW,Creature — Human Knight 2/2,Greg Staples,Sigiled Paladin,Uncommon
1W,Instant,Christopher Moeller,Soul's Grace,Common
2W,Creature — Human Druid Wizard 1/1,Steve Argyle,Sunseed Nurturer,Uncommon
4W,Creature — Bird Cleric 2/2,David Palumbo,Welkin Guide,Common
5WW,Creature — Beast 5/5,Steve Argyle,Yoked Plowbeast,Common
1U,Instant,Randy Gallegos,Call to Heel,Common
1UU,Instant,David Palumbo,Cancel,Common
3W,Creature — Kithkin Soldier 2/2,Zoltan Boros &amp; Gabor Szikszai,Kinsbaile Balloonist,Common
1W,Creature — Kithkin Soldier 2/2,Thomas Denmark,Kinsbaile Skirmisher,Common
1W,Creature — Kithkin Soldier 2/1,Greg Staples,Kithkin Greatheart,Common
2W,Creature — Kithkin Wizard 1/3,Steve Prescott,Kithkin Harbinger,Uncommon
